onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	repeats	list	experiment	session	subject
0.0	0.023	5006	START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1679J
0.023	14.159	5029	SESS_START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1679J
14.182	8.1	19188	TRIAL_START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1679J
22.282	3.0	27288	COUNTDOWN	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1679J
26.604	0.75	31610	WORD	n/a	wordpools/wordpool_EN.txt	HORN	0	2	0	RepFR1	3	R1679J
28.304	0.75	33310	WORD	n/a	wordpools/wordpool_EN.txt	CAT	1	3	0	RepFR1	3	R1679J
29.929	0.75	34935	WORD	n/a	wordpools/wordpool_EN.txt	GLOBE	2	3	0	RepFR1	3	R1679J
31.683	0.75	36689	WORD	n/a	wordpools/wordpool_EN.txt	BROOK	3	3	0	RepFR1	3	R1679J
33.349	0.75	38355	WORD	n/a	wordpools/wordpool_EN.txt	GLOBE	4	3	0	RepFR1	3	R1679J
34.899	0.75	39905	WORD	n/a	wordpools/wordpool_EN.txt	CARD	5	3	0	RepFR1	3	R1679J
36.624	0.75	41630	WORD	n/a	wordpools/wordpool_EN.txt	CHURCH	6	3	0	RepFR1	3	R1679J
38.345	0.75	43351	WORD	n/a	wordpools/wordpool_EN.txt	WAVE	7	1	0	RepFR1	3	R1679J
40.003	0.75	45009	WORD	n/a	wordpools/wordpool_EN.txt	MOON	8	3	0	RepFR1	3	R1679J
41.753	0.75	46759	WORD	n/a	wordpools/wordpool_EN.txt	CAT	9	3	0	RepFR1	3	R1679J
43.474	0.75	48480	WORD	n/a	wordpools/wordpool_EN.txt	PORK	10	2	0	RepFR1	3	R1679J
45.166	0.75	50172	WORD	n/a	wordpools/wordpool_EN.txt	CHURCH	11	3	0	RepFR1	3	R1679J
46.687	0.75	51693	WORD	n/a	wordpools/wordpool_EN.txt	MOON	12	3	0	RepFR1	3	R1679J
48.308	0.75	53314	WORD	n/a	wordpools/wordpool_EN.txt	GLOBE	13	3	0	RepFR1	3	R1679J
49.982	0.75	54988	WORD	n/a	wordpools/wordpool_EN.txt	CAT	14	3	0	RepFR1	3	R1679J
51.649	0.75	56655	WORD	n/a	wordpools/wordpool_EN.txt	WHEEL	15	2	0	RepFR1	3	R1679J
