onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	repeats	list	experiment	session	subject
0.0	0.007	9446	START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
0.007	15.664	9453	SESS_START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
15.671	9.133	25117	TRIAL_START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
24.804	3.0	34250	COUNTDOWN	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
29.09	0.75	38536	WORD	n/a	wordpools/wordpool_EN.txt	KEY	0	2	0	RepFR1	3	R1590T
30.738	0.75	40184	WORD	n/a	wordpools/wordpool_EN.txt	FLASK	1	2	0	RepFR1	3	R1590T
32.407	0.75	41853	WORD	n/a	wordpools/wordpool_EN.txt	ELF	2	3	0	RepFR1	3	R1590T
34.14	0.75	43586	WORD	n/a	wordpools/wordpool_EN.txt	VAULT	3	3	0	RepFR1	3	R1590T
35.805	0.75	45251	WORD	n/a	wordpools/wordpool_EN.txt	ELF	4	3	0	RepFR1	3	R1590T
37.405	0.75	46851	WORD	n/a	wordpools/wordpool_EN.txt	ARK	5	1	0	RepFR1	3	R1590T
39.107	0.75	48553	WORD	n/a	wordpools/wordpool_EN.txt	MOLE	6	3	0	RepFR1	3	R1590T
40.857	0.75	50303	WORD	n/a	wordpools/wordpool_EN.txt	HUT	7	3	0	RepFR1	3	R1590T
42.407	0.75	51853	WORD	n/a	wordpools/wordpool_EN.txt	VAULT	8	3	0	RepFR1	3	R1590T
44.158	0.75	53604	WORD	n/a	wordpools/wordpool_EN.txt	HUT	9	3	0	RepFR1	3	R1590T
45.857	0.75	55303	WORD	n/a	wordpools/wordpool_EN.txt	YACHT	10	3	0	RepFR1	3	R1590T
47.525	0.75	56971	WORD	n/a	wordpools/wordpool_EN.txt	HUT	11	3	0	RepFR1	3	R1590T
49.109	0.75	58555	WORD	n/a	wordpools/wordpool_EN.txt	TRAY	12	1	0	RepFR1	3	R1590T
50.776	0.75	60222	WORD	n/a	wordpools/wordpool_EN.txt	YACHT	13	3	0	RepFR1	3	R1590T
52.392	0.75	61838	WORD	n/a	wordpools/wordpool_EN.txt	MOLE	14	3	0	RepFR1	3	R1590T
53.925	0.75	63371	WORD	n/a	wordpools/wordpool_EN.txt	SHARK	15	3	0	RepFR1	3	R1590T
55.66	0.75	65106	WORD	n/a	wordpools/wordpool_EN.txt	TENT	16	2	0	RepFR1	3	R1590T
57.292	0.75	66738	WORD	n/a	wordpools/wordpool_EN.txt	MOLE	17	3	0	RepFR1	3	R1590T
58.909	0.75	68355	WORD	n/a	wordpools/wordpool_EN.txt	VAULT	18	3	0	RepFR1	3	R1590T
60.627	0.75	70073	WORD	n/a	wordpools/wordpool_EN.txt	KEY	19	2	0	RepFR1	3	R1590T
62.262	0.75	71708	WORD	n/a	wordpools/wordpool_EN.txt	SHARK	20	3	0	RepFR1	3	R1590T
63.961	0.75	73407	WORD	n/a	wordpools/wordpool_EN.txt	FLASK	21	2	0	RepFR1	3	R1590T
65.511	0.75	74957	WORD	n/a	wordpools/wordpool_EN.txt	YOLK	22	1	0	RepFR1	3	R1590T
67.227	0.75	76673	WORD	n/a	wordpools/wordpool_EN.txt	SHARK	23	3	0	RepFR1	3	R1590T
68.778	0.75	78224	WORD	n/a	wordpools/wordpool_EN.txt	ELF	24	3	0	RepFR1	3	R1590T
70.379	0.75	79825	WORD	n/a	wordpools/wordpool_EN.txt	TENT	25	2	0	RepFR1	3	R1590T
72.077	0.75	81523	WORD	n/a	wordpools/wordpool_EN.txt	YACHT	26	3	0	RepFR1	3	R1590T
81.212	0.832	90658	REC_START	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
82.044	0.655	91490	REC_WORD	0.832	n/a	MOLE	-999	3	0	RepFR1	3	R1590T
82.699	0.942	92145	REC_WORD	1.487	n/a	SHARK	-999	3	0	RepFR1	3	R1590T
83.641	0.808	93087	REC_WORD	2.429	n/a	KEY	-999	2	0	RepFR1	3	R1590T
84.449	2.992	93895	REC_WORD	3.237	n/a	FLASK	-999	2	0	RepFR1	3	R1590T
87.441	0.882	96887	REC_WORD	6.229	n/a	ARK	-999	1	0	RepFR1	3	R1590T
88.323	1.703	97769	REC_WORD	7.111	n/a	YACHT	-999	3	0	RepFR1	3	R1590T
90.026	3.276	99472	REC_WORD	8.814	n/a	TENT	-999	2	0	RepFR1	3	R1590T
93.302	18.114	102748	REC_WORD	12.09	n/a	MILK	-999	-999	0	RepFR1	3	R1590T
111.416	0.167	120862	REC_END	n/a	n/a	n/a	-999	-999	0	RepFR1	3	R1590T
111.583	15.586	121029	TRIAL_START	n/a	n/a	n/a	-999	-999	1	RepFR1	3	R1590T
127.169	3.0	136615	COUNTDOWN	n/a	n/a	n/a	-999	-999	1	RepFR1	3	R1590T
131.32	0.75	140766	WORD	n/a	wordpools/wordpool_EN.txt	RICE	0	3	1	RepFR1	3	R1590T
132.953	0.75	142399	WORD	n/a	wordpools/wordpool_EN.txt	HOUSE	1	2	1	RepFR1	3	R1590T
134.637	0.75	144083	WORD	n/a	wordpools/wordpool_EN.txt	LODGE	2	3	1	RepFR1	3	R1590T
136.237	0.75	145683	WORD	n/a	wordpools/wordpool_EN.txt	SPONGE	3	2	1	RepFR1	3	R1590T
137.987	0.75	147433	WORD	n/a	wordpools/wordpool_EN.txt	FLEET	4	3	1	RepFR1	3	R1590T
139.505	0.75	148951	WORD	n/a	wordpools/wordpool_EN.txt	ROCK	5	1	1	RepFR1	3	R1590T
141.021	0.75	150467	WORD	n/a	wordpools/wordpool_EN.txt	CART	6	3	1	RepFR1	3	R1590T
142.755	0.75	152201	WORD	n/a	wordpools/wordpool_EN.txt	FLEET	7	3	1	RepFR1	3	R1590T
144.388	0.75	153834	WORD	n/a	wordpools/wordpool_EN.txt	CROSS	8	3	1	RepFR1	3	R1590T
145.971	0.75	155417	WORD	n/a	wordpools/wordpool_EN.txt	LODGE	9	3	1	RepFR1	3	R1590T
147.489	0.75	156935	WORD	n/a	wordpools/wordpool_EN.txt	SPONGE	10	2	1	RepFR1	3	R1590T
149.205	0.75	158651	WORD	n/a	wordpools/wordpool_EN.txt	BREAD	11	2	1	RepFR1	3	R1590T
150.839	0.75	160285	WORD	n/a	wordpools/wordpool_EN.txt	RICE	12	3	1	RepFR1	3	R1590T
152.573	0.75	162019	WORD	n/a	wordpools/wordpool_EN.txt	INK	13	1	1	RepFR1	3	R1590T
154.106	0.75	163552	WORD	n/a	wordpools/wordpool_EN.txt	WASP	14	3	1	RepFR1	3	R1590T
155.789	0.75	165235	WORD	n/a	wordpools/wordpool_EN.txt	LODGE	15	3	1	RepFR1	3	R1590T
157.523	0.75	166969	WORD	n/a	wordpools/wordpool_EN.txt	WASP	16	3	1	RepFR1	3	R1590T
159.074	0.75	168520	WORD	n/a	wordpools/wordpool_EN.txt	HOUSE	17	2	1	RepFR1	3	R1590T
160.824	0.75	170270	WORD	n/a	wordpools/wordpool_EN.txt	TAIL	18	1	1	RepFR1	3	R1590T
162.457	0.75	171903	WORD	n/a	wordpools/wordpool_EN.txt	FLEET	19	3	1	RepFR1	3	R1590T
163.991	0.75	173437	WORD	n/a	wordpools/wordpool_EN.txt	CROSS	20	3	1	RepFR1	3	R1590T
165.693	0.75	175139	WORD	n/a	wordpools/wordpool_EN.txt	BREAD	21	2	1	RepFR1	3	R1590T
167.275	0.75	176721	WORD	n/a	wordpools/wordpool_EN.txt	WASP	22	3	1	RepFR1	3	R1590T
168.959	0.75	178405	WORD	n/a	wordpools/wordpool_EN.txt	CROSS	23	3	1	RepFR1	3	R1590T
170.692	0.75	180138	WORD	n/a	wordpools/wordpool_EN.txt	CART	24	3	1	RepFR1	3	R1590T
172.376	0.75	181822	WORD	n/a	wordpools/wordpool_EN.txt	RICE	25	3	1	RepFR1	3	R1590T
174.043	0.75	183489	WORD	n/a	wordpools/wordpool_EN.txt	CART	26	3	1	RepFR1	3	R1590T
183.161	0.944	192607	REC_START	n/a	n/a	n/a	-999	-999	1	RepFR1	3	R1590T
184.105	1.343	193551	REC_WORD	0.944	n/a	CROSS	-999	3	1	RepFR1	3	R1590T
185.448	1.139	194894	REC_WORD	2.287	n/a	CART	-999	3	1	RepFR1	3	R1590T
186.587	1.304	196033	REC_WORD_VV	3.426	n/a	<>	-999	-999	1	RepFR1	3	R1590T
187.891	2.221	197337	REC_WORD	4.73	n/a	SHARK	-999	3	1	RepFR1	3	R1590T
190.112	23.281	199558	REC_WORD	6.951	n/a	FLEET	-999	3	1	RepFR1	3	R1590T
213.393	0.055	222839	REC_END	n/a	n/a	n/a	-999	-999	1	RepFR1	3	R1590T
213.448	9.068	222894	TRIAL_START	n/a	n/a	n/a	-999	-999	2	RepFR1	3	R1590T
222.516	3.0	231962	COUNTDOWN	n/a	n/a	n/a	-999	-999	2	RepFR1	3	R1590T
